	ERR11588428_R1_filtered.fastq.gz	ERR11588429_R1_filtered.fastq.gz	ERR11588430_R1_filtered.fastq.gz	ERR11588431_R1_filtered.fastq.gz	ERR11588432_R1_filtered.fastq.gz	ERR11588433_R1_filtered.fastq.gz	ERR11588434_R1_filtered.fastq.gz	ERR11588435_R1_filtered.fastq.gz	ERR11588436_R1_filtered.fastq.gz	ERR11588437_R1_filtered.fastq.gz
ASV_1524	0	0	0	0	0	0	0	0	33	0
ASV_1525	0	0	0	0	0	0	0	0	33	0
ASV_1526	0	0	0	0	0	0	0	0	0	33
ASV_1527	0	0	0	0	0	0	0	0	0	33
ASV_1528	0	0	0	0	0	0	0	0	0	33
ASV_1529	0	0	0	0	0	0	0	0	0	33
ASV_1530	0	0	0	0	0	0	0	0	0	33
ASV_1531	0	0	0	0	0	0	0	0	0	33
ASV_1532	32	0	0	0	0	0	0	0	0	0
ASV_1533	32	0	0	0	0	0	0	0	0	0
ASV_1534	32	0	0	0	0	0	0	0	0	0
ASV_1535	32	0	0	0	0	0	0	0	0	0
ASV_1536	32	0	0	0	0	0	0	0	0	0
ASV_1537	32	0	0	0	0	0	0	0	0	0
ASV_1538	32	0	0	0	0	0	0	0	0	0
ASV_1539	32	0	0	0	0	0	0	0	0	0
ASV_1540	32	0	0	0	0	0	0	0	0	0
ASV_1541	32	0	0	0	0	0	0	0	0	0
ASV_1542	12	20	0	0	0	0	0	0	0	0
ASV_1543	0	32	0	0	0	0	0	0	0	0
ASV_1544	0	32	0	0	0	0	0	0	0	0
ASV_1545	0	32	0	0	0	0	0	0	0	0
ASV_1546	0	32	0	0	0	0	0	0	0	0
ASV_1547	0	32	0	0	0	0	0	0	0	0
ASV_1548	0	32	0	0	0	0	0	0	0	0
ASV_1549	0	17	15	0	0	0	0	0	0	0
ASV_1550	0	9	23	0	0	0	0	0	0	0
ASV_1551	0	0	32	0	0	0	0	0	0	0
ASV_1552	0	0	32	0	0	0	0	0	0	0
ASV_1553	0	0	32	0	0	0	0	0	0	0
ASV_1554	0	0	32	0	0	0	0	0	0	0
ASV_1555	0	0	32	0	0	0	0	0	0	0
ASV_1556	0	0	32	0	0	0	0	0	0	0
ASV_1557	0	0	0	0	32	0	0	0	0	0
ASV_1558	0	0	0	0	32	0	0	0	0	0
ASV_1559	0	0	0	0	0	32	0	0	0	0
ASV_1560	0	0	0	0	0	32	0	0	0	0
ASV_1561	0	0	0	0	0	32	0	0	0	0
ASV_1562	0	0	0	0	0	0	32	0	0	0
ASV_1563	0	0	0	0	0	0	32	0	0	0
ASV_1564	0	0	0	0	0	0	32	0	0	0
ASV_1565	0	0	0	0	0	0	32	0	0	0
ASV_1566	0	0	0	0	0	0	32	0	0	0
ASV_1567	0	0	0	0	0	0	32	0	0	0
ASV_1568	0	0	0	0	0	0	32	0	0	0
ASV_1569	0	0	0	0	0	0	0	32	0	0
ASV_1570	0	0	0	0	0	0	0	32	0	0
ASV_1571	0	0	0	0	0	0	0	32	0	0
ASV_1572	0	0	0	0	0	0	0	32	0	0
ASV_1573	0	0	0	0	0	0	0	32	0	0
ASV_1574	0	0	0	0	0	0	0	0	32	0
ASV_1575	0	0	0	0	0	0	0	0	32	0
ASV_1576	0	0	0	0	0	0	0	0	32	0
ASV_1577	0	0	0	0	0	0	0	0	32	0
ASV_1578	0	0	0	0	0	0	0	0	32	0
ASV_1579	0	0	0	0	0	0	0	0	32	0
ASV_1580	0	0	0	0	0	0	0	0	0	32
ASV_1581	0	0	0	0	0	0	0	0	0	32
ASV_1582	31	0	0	0	0	0	0	0	0	0
ASV_1583	31	0	0	0	0	0	0	0	0	0
ASV_1584	31	0	0	0	0	0	0	0	0	0
ASV_1585	31	0	0	0	0	0	0	0	0	0
ASV_1586	31	0	0	0	0	0	0	0	0	0
ASV_1587	31	0	0	0	0	0	0	0	0	0
ASV_1588	31	0	0	0	0	0	0	0	0	0
ASV_1589	31	0	0	0	0	0	0	0	0	0
ASV_1590	13	10	8	0	0	0	0	0	0	0
ASV_1591	10	12	9	0	0	0	0	0	0	0
ASV_1592	0	31	0	0	0	0	0	0	0	0
ASV_1593	0	31	0	0	0	0	0	0	0	0
ASV_1594	0	31	0	0	0	0	0	0	0	0
ASV_1595	0	31	0	0	0	0	0	0	0	0
ASV_1596	0	31	0	0	0	0	0	0	0	0
ASV_1597	0	31	0	0	0	0	0	0	0	0
ASV_1598	0	0	31	0	0	0	0	0	0	0
ASV_1599	0	0	31	0	0	0	0	0	0	0
ASV_1600	0	0	31	0	0	0	0	0	0	0
ASV_1601	0	0	31	0	0	0	0	0	0	0
ASV_1602	0	0	31	0	0	0	0	0	0	0
ASV_1603	0	0	31	0	0	0	0	0	0	0
ASV_1604	0	0	31	0	0	0	0	0	0	0
ASV_1605	0	0	31	0	0	0	0	0	0	0
ASV_1606	0	0	31	0	0	0	0	0	0	0
ASV_1607	0	0	31	0	0	0	0	0	0	0
ASV_1608	0	0	0	31	0	0	0	0	0	0
ASV_1609	0	0	0	31	0	0	0	0	0	0
ASV_1610	0	0	0	31	0	0	0	0	0	0
ASV_1611	0	0	0	8	23	0	0	0	0	0
ASV_1612	0	0	0	0	31	0	0	0	0	0
ASV_1613	0	0	0	0	31	0	0	0	0	0
ASV_1614	0	0	0	0	31	0	0	0	0	0
ASV_1615	0	0	0	0	31	0	0	0	0	0
ASV_1616	0	0	0	0	0	31	0	0	0	0
ASV_1617	0	0	0	0	0	31	0	0	0	0
ASV_1618	0	0	0	0	0	31	0	0	0	0
ASV_1619	0	0	0	0	0	0	31	0	0	0
ASV_1620	0	0	0	0	0	0	31	0	0	0
ASV_1621	0	0	0	0	0	0	31	0	0	0
ASV_1622	0	0	0	0	0	0	31	0	0	0
ASV_1623	0	0	0	0	0	0	31	0	0	0
ASV_1624	0	0	0	0	0	0	31	0	0	0
ASV_1625	0	0	0	0	0	0	0	31	0	0
ASV_1626	0	0	0	0	0	0	0	31	0	0
ASV_1627	0	0	0	0	0	0	0	0	31	0
ASV_1628	0	0	0	0	0	0	0	0	31	0
ASV_1629	0	0	0	0	0	0	0	0	31	0
ASV_1630	0	0	0	0	0	0	0	0	0	31
ASV_1631	0	0	0	0	0	0	0	0	0	31
ASV_1632	0	0	0	0	0	0	0	0	0	31
ASV_1633	0	0	0	0	0	0	0	0	0	31
ASV_1634	30	0	0	0	0	0	0	0	0	0
ASV_1635	30	0	0	0	0	0	0	0	0	0
ASV_1636	30	0	0	0	0	0	0	0	0	0
ASV_1637	30	0	0	0	0	0	0	0	0	0
ASV_1638	16	4	10	0	0	0	0	0	0	0
ASV_1639	16	0	14	0	0	0	0	0	0	0
ASV_1640	12	13	5	0	0	0	0	0	0	0
ASV_1641	0	30	0	0	0	0	0	0	0	0
ASV_1642	0	30	0	0	0	0	0	0	0	0
ASV_1643	0	30	0	0	0	0	0	0	0	0
ASV_1644	0	30	0	0	0	0	0	0	0	0
ASV_1645	0	30	0	0	0	0	0	0	0	0
ASV_1646	0	30	0	0	0	0	0	0	0	0
ASV_1647	0	30	0	0	0	0	0	0	0	0
ASV_1648	0	30	0	0	0	0	0	0	0	0
ASV_1649	0	0	30	0	0	0	0	0	0	0
ASV_1650	0	0	30	0	0	0	0	0	0	0
ASV_1651	0	0	30	0	0	0	0	0	0	0
ASV_1652	0	0	30	0	0	0	0	0	0	0
ASV_1653	0	0	30	0	0	0	0	0	0	0
ASV_1654	0	0	30	0	0	0	0	0	0	0
ASV_1655	0	0	30	0	0	0	0	0	0	0
ASV_1656	0	0	30	0	0	0	0	0	0	0
ASV_1657	0	0	0	30	0	0	0	0	0	0
ASV_1658	0	0	0	30	0	0	0	0	0	0
ASV_1659	0	0	0	0	30	0	0	0	0	0
ASV_1660	0	0	0	0	30	0	0	0	0	0
ASV_1661	0	0	0	0	30	0	0	0	0	0
ASV_1662	0	0	0	0	0	30	0	0	0	0
ASV_1663	0	0	0	0	0	30	0	0	0	0
ASV_1664	0	0	0	0	0	0	30	0	0	0
ASV_1665	0	0	0	0	0	0	30	0	0	0
ASV_1666	0	0	0	0	0	0	30	0	0	0
ASV_1667	0	0	0	0	0	0	30	0	0	0
ASV_1668	0	0	0	0	0	0	30	0	0	0
ASV_1669	0	0	0	0	0	0	30	0	0	0
ASV_1670	0	0	0	0	0	0	30	0	0	0
ASV_1671	0	0	0	0	0	0	30	0	0	0
ASV_1672	0	0	0	0	0	0	30	0	0	0
ASV_1673	0	0	0	0	0	0	30	0	0	0
ASV_1674	0	0	0	0	0	0	30	0	0	0
ASV_1675	0	0	0	0	0	0	30	0	0	0
ASV_1676	0	0	0	0	0	0	10	20	0	0
ASV_1677	0	0	0	0	0	0	10	20	0	0
ASV_1678	0	0	0	0	0	0	6	24	0	0
ASV_1679	0	0	0	0	0	0	0	30	0	0
ASV_1680	0	0	0	0	0	0	0	30	0	0
ASV_1681	0	0	0	0	0	0	0	30	0	0
ASV_1682	0	0	0	0	0	0	0	30	0	0
ASV_1683	0	0	0	0	0	0	0	30	0	0
ASV_1684	0	0	0	0	0	0	0	30	0	0
ASV_1685	0	0	0	0	0	0	0	30	0	0
ASV_1686	0	0	0	0	0	0	0	0	30	0
ASV_1687	0	0	0	0	0	0	0	0	30	0
ASV_1688	0	0	0	0	0	0	0	0	30	0
ASV_1689	0	0	0	0	0	0	0	0	30	0
ASV_1690	0	0	0	0	0	0	0	0	0	30
ASV_1691	0	0	0	0	0	0	0	0	0	30
ASV_1692	0	0	0	0	0	0	0	0	0	30
ASV_1693	0	0	0	0	0	0	0	0	0	30
ASV_1694	29	0	0	0	0	0	0	0	0	0
ASV_1695	29	0	0	0	0	0	0	0	0	0
ASV_1696	29	0	0	0	0	0	0	0	0	0
ASV_1697	29	0	0	0	0	0	0	0	0	0
ASV_1698	29	0	0	0	0	0	0	0	0	0
ASV_1699	29	0	0	0	0	0	0	0	0	0
ASV_1700	29	0	0	0	0	0	0	0	0	0
ASV_1701	29	0	0	0	0	0	0	0	0	0
ASV_1702	29	0	0	0	0	0	0	0	0	0
ASV_1703	29	0	0	0	0	0	0	0	0	0
ASV_1704	29	0	0	0	0	0	0	0	0	0
ASV_1705	29	0	0	0	0	0	0	0	0	0
ASV_1706	15	4	10	0	0	0	0	0	0	0
ASV_1707	0	29	0	0	0	0	0	0	0	0
ASV_1708	0	29	0	0	0	0	0	0	0	0
ASV_1709	0	29	0	0	0	0	0	0	0	0
ASV_1710	0	29	0	0	0	0	0	0	0	0
ASV_1711	0	29	0	0	0	0	0	0	0	0
ASV_1712	0	0	29	0	0	0	0	0	0	0
ASV_1713	0	0	29	0	0	0	0	0	0	0
ASV_1714	0	0	29	0	0	0	0	0	0	0
ASV_1715	0	0	29	0	0	0	0	0	0	0
ASV_1716	0	0	29	0	0	0	0	0	0	0
ASV_1717	0	0	29	0	0	0	0	0	0	0
ASV_1718	0	0	0	29	0	0	0	0	0	0
ASV_1719	0	0	0	29	0	0	0	0	0	0
ASV_1720	0	0	0	29	0	0	0	0	0	0
ASV_1721	0	0	0	0	29	0	0	0	0	0
ASV_1722	0	0	0	0	29	0	0	0	0	0
ASV_1723	0	0	0	0	0	29	0	0	0	0
ASV_1724	0	0	0	0	0	29	0	0	0	0
ASV_1725	0	0	0	0	0	29	0	0	0	0
ASV_1726	0	0	0	0	0	0	29	0	0	0
ASV_1727	0	0	0	0	0	0	29	0	0	0
ASV_1728	0	0	0	0	0	0	11	18	0	0
ASV_1729	0	0	0	0	0	0	0	29	0	0
ASV_1730	0	0	0	0	0	0	0	29	0	0
ASV_1731	0	0	0	0	0	0	0	29	0	0
ASV_1732	0	0	0	0	0	0	0	0	29	0
ASV_1733	0	0	0	0	0	0	0	0	29	0
ASV_1734	0	0	0	0	0	0	0	0	29	0
ASV_1735	0	0	0	0	0	0	0	0	0	29
ASV_1736	0	0	0	0	0	0	0	0	0	29
ASV_1737	0	0	0	0	0	0	0	0	0	29
ASV_1738	28	0	0	0	0	0	0	0	0	0
ASV_1739	28	0	0	0	0	0	0	0	0	0
ASV_1740	28	0	0	0	0	0	0	0	0	0
ASV_1741	28	0	0	0	0	0	0	0	0	0
ASV_1742	28	0	0	0	0	0	0	0	0	0
ASV_1743	28	0	0	0	0	0	0	0	0	0
ASV_1744	28	0	0	0	0	0	0	0	0	0
ASV_1745	28	0	0	0	0	0	0	0	0	0
ASV_1746	28	0	0	0	0	0	0	0	0	0
ASV_1747	28	0	0	0	0	0	0	0	0	0
ASV_1748	6	0	0	0	22	0	0	0	0	0
ASV_1749	0	28	0	0	0	0	0	0	0	0
ASV_1750	0	28	0	0	0	0	0	0	0	0
ASV_1751	0	28	0	0	0	0	0	0	0	0
ASV_1752	0	28	0	0	0	0	0	0	0	0
ASV_1753	0	28	0	0	0	0	0	0	0	0
ASV_1754	0	28	0	0	0	0	0	0	0	0
ASV_1755	0	28	0	0	0	0	0	0	0	0
ASV_1756	0	0	28	0	0	0	0	0	0	0
ASV_1757	0	0	28	0	0	0	0	0	0	0
ASV_1758	0	0	28	0	0	0	0	0	0	0
ASV_1759	0	0	28	0	0	0	0	0	0	0
ASV_1760	0	0	0	28	0	0	0	0	0	0
ASV_1761	0	0	0	28	0	0	0	0	0	0
ASV_1762	0	0	0	28	0	0	0	0	0	0
ASV_1763	0	0	0	28	0	0	0	0	0	0
ASV_1764	0	0	0	28	0	0	0	0	0	0
ASV_1765	0	0	0	28	0	0	0	0	0	0
ASV_1766	0	0	0	28	0	0	0	0	0	0
ASV_1767	0	0	0	7	0	0	21	0	0	0
ASV_1768	0	0	0	0	28	0	0	0	0	0
ASV_1769	0	0	0	0	28	0	0	0	0	0
ASV_1770	0	0	0	0	28	0	0	0	0	0
ASV_1771	0	0	0	0	28	0	0	0	0	0
ASV_1772	0	0	0	0	28	0	0	0	0	0
ASV_1773	0	0	0	0	28	0	0	0	0	0
ASV_1774	0	0	0	0	28	0	0	0	0	0
ASV_1775	0	0	0	0	28	0	0	0	0	0
ASV_1776	0	0	0	0	0	28	0	0	0	0
ASV_1777	0	0	0	0	0	0	28	0	0	0
ASV_1778	0	0	0	0	0	0	28	0	0	0
ASV_1779	0	0	0	0	0	0	28	0	0	0
ASV_1780	0	0	0	0	0	0	28	0	0	0
ASV_1781	0	0	0	0	0	0	9	19	0	0
ASV_1782	0	0	0	0	0	0	0	28	0	0
ASV_1783	0	0	0	0	0	0	0	28	0	0
ASV_1784	0	0	0	0	0	0	0	28	0	0
ASV_1785	0	0	0	0	0	0	0	28	0	0
ASV_1786	0	0	0	0	0	0	0	0	28	0
ASV_1787	0	0	0	0	0	0	0	0	28	0
ASV_1788	0	0	0	0	0	0	0	0	28	0
ASV_1789	0	0	0	0	0	0	0	0	28	0
ASV_1790	0	0	0	0	0	0	0	0	28	0
ASV_1791	0	0	0	0	0	0	0	0	28	0
ASV_1792	0	0	0	0	0	0	0	0	28	0
ASV_1793	0	0	0	0	0	0	0	0	28	0
ASV_1794	0	0	0	0	0	0	0	0	28	0
ASV_1795	0	0	0	0	0	0	0	0	28	0
ASV_1796	0	0	0	0	0	0	0	0	0	28
ASV_1797	0	0	0	0	0	0	0	0	0	28
ASV_1798	0	0	0	0	0	0	0	0	0	28
ASV_1799	0	0	0	0	0	0	0	0	0	28
ASV_1800	0	0	0	0	0	0	0	0	0	28
ASV_1801	27	0	0	0	0	0	0	0	0	0
ASV_1802	27	0	0	0	0	0	0	0	0	0
ASV_1803	27	0	0	0	0	0	0	0	0	0
ASV_1804	27	0	0	0	0	0	0	0	0	0
ASV_1805	27	0	0	0	0	0	0	0	0	0
ASV_1806	27	0	0	0	0	0	0	0	0	0
ASV_1807	27	0	0	0	0	0	0	0	0	0
ASV_1808	27	0	0	0	0	0	0	0	0	0
ASV_1809	0	27	0	0	0	0	0	0	0	0
ASV_1810	0	27	0	0	0	0	0	0	0	0
ASV_1811	0	27	0	0	0	0	0	0	0	0
ASV_1812	0	27	0	0	0	0	0	0	0	0
ASV_1813	0	27	0	0	0	0	0	0	0	0
ASV_1814	0	27	0	0	0	0	0	0	0	0
ASV_1815	0	27	0	0	0	0	0	0	0	0
ASV_1816	0	27	0	0	0	0	0	0	0	0
ASV_1817	0	27	0	0	0	0	0	0	0	0
ASV_1818	0	27	0	0	0	0	0	0	0	0
ASV_1819	0	0	27	0	0	0	0	0	0	0
ASV_1820	0	0	27	0	0	0	0	0	0	0
ASV_1821	0	0	27	0	0	0	0	0	0	0
ASV_1822	0	0	0	27	0	0	0	0	0	0
ASV_1823	0	0	0	27	0	0	0	0	0	0
ASV_1824	0	0	0	27	0	0	0	0	0	0
ASV_1825	0	0	0	0	27	0	0	0	0	0
ASV_1826	0	0	0	0	27	0	0	0	0	0
ASV_1827	0	0	0	0	27	0	0	0	0	0
ASV_1828	0	0	0	0	27	0	0	0	0	0
ASV_1829	0	0	0	0	0	0	27	0	0	0
ASV_1830	0	0	0	0	0	0	0	27	0	0
ASV_1831	0	0	0	0	0	0	0	27	0	0
ASV_1832	0	0	0	0	0	0	0	27	0	0
ASV_1833	0	0	0	0	0	0	0	27	0	0
ASV_1834	0	0	0	0	0	0	0	27	0	0
ASV_1835	0	0	0	0	0	0	0	27	0	0
ASV_1836	0	0	0	0	0	0	0	27	0	0
ASV_1837	0	0	0	0	0	0	0	27	0	0
ASV_1838	0	0	0	0	0	0	0	0	27	0
ASV_1839	0	0	0	0	0	0	0	0	27	0
ASV_1840	0	0	0	0	0	0	0	0	27	0
ASV_1841	0	0	0	0	0	0	0	0	27	0
ASV_1842	0	0	0	0	0	0	0	0	27	0
ASV_1843	0	0	0	0	0	0	0	0	27	0
ASV_1844	0	0	0	0	0	0	0	0	27	0
ASV_1845	0	0	0	0	0	0	0	0	0	27
ASV_1846	26	0	0	0	0	0	0	0	0	0
ASV_1847	26	0	0	0	0	0	0	0	0	0
ASV_1848	26	0	0	0	0	0	0	0	0	0
ASV_1849	26	0	0	0	0	0	0	0	0	0
ASV_1850	26	0	0	0	0	0	0	0	0	0
ASV_1851	26	0	0	0	0	0	0	0	0	0
ASV_1852	13	0	13	0	0	0	0	0	0	0
ASV_1853	0	26	0	0	0	0	0	0	0	0
ASV_1854	0	26	0	0	0	0	0	0	0	0
ASV_1855	0	26	0	0	0	0	0	0	0	0
ASV_1856	0	26	0	0	0	0	0	0	0	0
ASV_1857	0	26	0	0	0	0	0	0	0	0
ASV_1858	0	26	0	0	0	0	0	0	0	0
ASV_1859	0	0	26	0	0	0	0	0	0	0
ASV_1860	0	0	26	0	0	0	0	0	0	0
ASV_1861	0	0	26	0	0	0	0	0	0	0
ASV_1862	0	0	26	0	0	0	0	0	0	0
ASV_1863	0	0	26	0	0	0	0	0	0	0
ASV_1864	0	0	26	0	0	0	0	0	0	0
ASV_1865	0	0	26	0	0	0	0	0	0	0
ASV_1866	0	0	0	26	0	0	0	0	0	0
ASV_1867	0	0	0	12	0	14	0	0	0	0
ASV_1868	0	0	0	0	26	0	0	0	0	0
ASV_1869	0	0	0	0	26	0	0	0	0	0
ASV_1870	0	0	0	0	26	0	0	0	0	0
ASV_1871	0	0	0	0	26	0	0	0	0	0
ASV_1872	0	0	0	0	0	26	0	0	0	0
ASV_1873	0	0	0	0	0	26	0	0	0	0
ASV_1874	0	0	0	0	0	0	26	0	0	0
ASV_1875	0	0	0	0	0	0	26	0	0	0
ASV_1876	0	0	0	0	0	0	0	26	0	0
ASV_1877	0	0	0	0	0	0	0	26	0	0
ASV_1878	0	0	0	0	0	0	0	26	0	0
ASV_1879	0	0	0	0	0	0	0	26	0	0
ASV_1880	0	0	0	0	0	0	0	26	0	0
ASV_1881	0	0	0	0	0	0	0	26	0	0
ASV_1882	0	0	0	0	0	0	0	0	26	0
ASV_1883	0	0	0	0	0	0	0	0	26	0
ASV_1884	0	0	0	0	0	0	0	0	26	0
ASV_1885	0	0	0	0	0	0	0	0	26	0
ASV_1886	0	0	0	0	0	0	0	0	26	0
ASV_1887	0	0	0	0	0	0	0	0	26	0
ASV_1888	0	0	0	0	0	0	0	0	26	0
ASV_1889	0	0	0	0	0	0	0	0	0	26
ASV_1890	0	0	0	0	0	0	0	0	0	26
ASV_1891	0	0	0	0	0	0	0	0	0	26
ASV_1892	25	0	0	0	0	0	0	0	0	0
ASV_1893	25	0	0	0	0	0	0	0	0	0
ASV_1894	25	0	0	0	0	0	0	0	0	0
ASV_1895	25	0	0	0	0	0	0	0	0	0
ASV_1896	25	0	0	0	0	0	0	0	0	0
ASV_1897	25	0	0	0	0	0	0	0	0	0
ASV_1898	25	0	0	0	0	0	0	0	0	0
ASV_1899	16	0	9	0	0	0	0	0	0	0
ASV_1900	5	20	0	0	0	0	0	0	0	0
ASV_1901	0	25	0	0	0	0	0	0	0	0
ASV_1902	0	25	0	0	0	0	0	0	0	0
ASV_1903	0	25	0	0	0	0	0	0	0	0
ASV_1904	0	25	0	0	0	0	0	0	0	0
ASV_1905	0	25	0	0	0	0	0	0	0	0
ASV_1906	0	0	25	0	0	0	0	0	0	0
ASV_1907	0	0	25	0	0	0	0	0	0	0
ASV_1908	0	0	25	0	0	0	0	0	0	0
ASV_1909	0	0	25	0	0	0	0	0	0	0
ASV_1910	0	0	25	0	0	0	0	0	0	0
ASV_1911	0	0	25	0	0	0	0	0	0	0
ASV_1912	0	0	25	0	0	0	0	0	0	0
ASV_1913	0	0	25	0	0	0	0	0	0	0
ASV_1914	0	0	25	0	0	0	0	0	0	0
ASV_1915	0	0	25	0	0	0	0	0	0	0
ASV_1916	0	0	0	25	0	0	0	0	0	0
ASV_1917	0	0	0	25	0	0	0	0	0	0
ASV_1918	0	0	0	25	0	0	0	0	0	0
ASV_1919	0	0	0	25	0	0	0	0	0	0
ASV_1920	0	0	0	25	0	0	0	0	0	0
ASV_1921	0	0	0	25	0	0	0	0	0	0
ASV_1922	0	0	0	17	8	0	0	0	0	0
ASV_1923	0	0	0	8	0	17	0	0	0	0
ASV_1924	0	0	0	0	25	0	0	0	0	0
ASV_1925	0	0	0	0	25	0	0	0	0	0
ASV_1926	0	0	0	0	25	0	0	0	0	0
ASV_1927	0	0	0	0	0	25	0	0	0	0
ASV_1928	0	0	0	0	0	25	0	0	0	0
ASV_1929	0	0	0	0	0	25	0	0	0	0
ASV_1930	0	0	0	0	0	0	25	0	0	0
ASV_1931	0	0	0	0	0	0	25	0	0	0
ASV_1932	0	0	0	0	0	0	25	0	0	0
ASV_1933	0	0	0	0	0	0	25	0	0	0
ASV_1934	0	0	0	0	0	0	25	0	0	0
ASV_1935	0	0	0	0	0	0	25	0	0	0
ASV_1936	0	0	0	0	0	0	25	0	0	0
ASV_1937	0	0	0	0	0	0	25	0	0	0
ASV_1938	0	0	0	0	0	0	25	0	0	0
ASV_1939	0	0	0	0	0	0	25	0	0	0
ASV_1940	0	0	0	0	0	0	0	25	0	0
ASV_1941	0	0	0	0	0	0	0	25	0	0
ASV_1942	0	0	0	0	0	0	0	25	0	0
ASV_1943	0	0	0	0	0	0	0	25	0	0
ASV_1944	0	0	0	0	0	0	0	25	0	0
ASV_1945	0	0	0	0	0	0	0	0	25	0
ASV_1946	0	0	0	0	0	0	0	0	25	0
ASV_1947	0	0	0	0	0	0	0	0	25	0
ASV_1948	0	0	0	0	0	0	0	0	25	0
ASV_1949	0	0	0	0	0	0	0	0	25	0
ASV_1950	0	0	0	0	0	0	0	0	25	0
ASV_1951	0	0	0	0	0	0	0	0	25	0
ASV_1952	0	0	0	0	0	0	0	0	25	0
ASV_1953	0	0	0	0	0	0	0	0	25	0
ASV_1954	0	0	0	0	0	0	0	0	25	0
ASV_1955	0	0	0	0	0	0	0	0	25	0
ASV_1956	0	0	0	0	0	0	0	0	25	0
ASV_1957	0	0	0	0	0	0	0	0	0	25
ASV_1958	0	0	0	0	0	0	0	0	0	25
ASV_1959	0	0	0	0	0	0	0	0	0	25
ASV_1960	0	0	0	0	0	0	0	0	0	25
ASV_1961	24	0	0	0	0	0	0	0	0	0
ASV_1962	24	0	0	0	0	0	0	0	0	0
ASV_1963	24	0	0	0	0	0	0	0	0	0
ASV_1964	24	0	0	0	0	0	0	0	0	0
ASV_1965	24	0	0	0	0	0	0	0	0	0
ASV_1966	24	0	0	0	0	0	0	0	0	0
ASV_1967	24	0	0	0	0	0	0	0	0	0
ASV_1968	24	0	0	0	0	0	0	0	0	0
ASV_1969	24	0	0	0	0	0	0	0	0	0
ASV_1970	0	24	0	0	0	0	0	0	0	0
ASV_1971	0	24	0	0	0	0	0	0	0	0
ASV_1972	0	24	0	0	0	0	0	0	0	0
ASV_1973	0	24	0	0	0	0	0	0	0	0
ASV_1974	0	24	0	0	0	0	0	0	0	0
ASV_1975	0	24	0	0	0	0	0	0	0	0
ASV_1976	0	24	0	0	0	0	0	0	0	0
ASV_1977	0	24	0	0	0	0	0	0	0	0
ASV_1978	0	0	24	0	0	0	0	0	0	0
ASV_1979	0	0	24	0	0	0	0	0	0	0
ASV_1980	0	0	24	0	0	0	0	0	0	0
ASV_1981	0	0	24	0	0	0	0	0	0	0
ASV_1982	0	0	24	0	0	0	0	0	0	0
ASV_1983	0	0	24	0	0	0	0	0	0	0
ASV_1984	0	0	24	0	0	0	0	0	0	0
ASV_1985	0	0	24	0	0	0	0	0	0	0
ASV_1986	0	0	24	0	0	0	0	0	0	0
ASV_1987	0	0	24	0	0	0	0	0	0	0
ASV_1988	0	0	24	0	0	0	0	0	0	0
ASV_1989	0	0	24	0	0	0	0	0	0	0
ASV_1990	0	0	24	0	0	0	0	0	0	0
ASV_1991	0	0	24	0	0	0	0	0	0	0
ASV_1992	0	0	24	0	0	0	0	0	0	0
ASV_1993	0	0	0	24	0	0	0	0	0	0
ASV_1994	0	0	0	24	0	0	0	0	0	0
ASV_1995	0	0	0	24	0	0	0	0	0	0
ASV_1996	0	0	0	9	5	0	0	0	10	0
ASV_1997	0	0	0	0	24	0	0	0	0	0
ASV_1998	0	0	0	0	24	0	0	0	0	0
ASV_1999	0	0	0	0	24	0	0	0	0	0
ASV_2000	0	0	0	0	24	0	0	0	0	0
ASV_2001	0	0	0	0	24	0	0	0	0	0
ASV_2002	0	0	0	0	0	24	0	0	0	0
ASV_2003	0	0	0	0	0	0	24	0	0	0
ASV_2004	0	0	0	0	0	0	24	0	0	0
ASV_2005	0	0	0	0	0	0	24	0	0	0
ASV_2006	0	0	0	0	0	0	24	0	0	0
ASV_2007	0	0	0	0	0	0	24	0	0	0
ASV_2008	0	0	0	0	0	0	24	0	0	0
ASV_2009	0	0	0	0	0	0	24	0	0	0
ASV_2010	0	0	0	0	0	0	0	24	0	0
ASV_2011	0	0	0	0	0	0	0	24	0	0
ASV_2012	0	0	0	0	0	0	0	24	0	0
ASV_2013	0	0	0	0	0	0	0	24	0	0
ASV_2014	0	0	0	0	0	0	0	24	0	0
ASV_2015	0	0	0	0	0	0	0	24	0	0
ASV_2016	0	0	0	0	0	0	0	0	24	0
ASV_2017	0	0	0	0	0	0	0	0	24	0
ASV_2018	0	0	0	0	0	0	0	0	24	0
ASV_2019	0	0	0	0	0	0	0	0	24	0
ASV_2020	0	0	0	0	0	0	0	0	24	0
ASV_2021	0	0	0	0	0	0	0	0	24	0
ASV_2022	0	0	0	0	0	0	0	0	24	0
ASV_2023	0	0	0	0	0	0	0	0	24	0
ASV_2024	0	0	0	0	0	0	0	0	0	24
ASV_2025	0	0	0	0	0	0	0	0	0	24
ASV_2026	0	0	0	0	0	0	0	0	0	24
ASV_2027	23	0	0	0	0	0	0	0	0	0
ASV_2028	23	0	0	0	0	0	0	0	0	0
ASV_2029	23	0	0	0	0	0	0	0	0	0
ASV_2030	23	0	0	0	0	0	0	0	0	0
ASV_2031	23	0	0	0	0	0	0	0	0	0
ASV_2032	0	23	0	0	0	0	0	0	0	0
ASV_2033	0	23	0	0	0	0	0	0	0	0
